epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,1489.43,0.47515,0.28512,0.90667,0.96174,0.98436,0.99378,0.92293,0.45646,0.26336,0.91372,0.000874842,0.000874842,0.000874842
146,1497.43,0.47726,0.28568,0.90045,0.96972,0.98632,0.99466,0.93016,0.43379,0.2498,0.88817,0.00086934,0.00086934,0.00086934
147,1507.42,0.4598,0.28006,0.89514,0.99103,0.95126,0.99344,0.92762,0.44034,0.27603,0.90003,0.000863839,0.000863839,0.000863839
148,1516.98,0.45102,0.27869,0.89324,0.98657,0.98877,0.99421,0.92144,0.45595,0.25341,0.903,0.000858338,0.000858338,0.000858338
149,1526.89,0.46095,0.28105,0.89605,0.97313,0.98938,0.99465,0.91981,0.44372,0.25382,0.89685,0.000852837,0.000852837,0.000852837
150,1535.01,0.43934,0.2724,0.89089,0.97902,0.97252,0.99338,0.91738,0.43673,0.25251,0.89101,0.000847336,0.000847336,0.000847336
151,1545.02,0.45174,0.27689,0.89866,0.99079,0.94752,0.99275,0.91998,0.44645,0.2596,0.89536,0.000841835,0.000841835,0.000841835
152,1554.77,0.45387,0.28056,0.89017,0.90074,0.99939,0.98799,0.9177,0.4392,0.2852,0.89815,0.000836334,0.000836334,0.000836334
153,1566.39,0.46318,0.28295,0.90145,0.97264,0.94372,0.99008,0.91536,0.43974,0.28194,0.88934,0.000830833,0.000830833,0.000830833
154,1574.17,0.45609,0.28094,0.89586,0.95656,0.97845,0.99249,0.92637,0.43238,0.2612,0.88632,0.000825332,0.000825332,0.000825332
155,1584.42,0.46638,0.28233,0.89048,0.9469,0.98154,0.99406,0.9271,0.44693,0.27962,0.8878,0.000819831,0.000819831,0.000819831
156,1594.89,0.46019,0.27913,0.901,0.97645,0.983,0.99362,0.91758,0.45577,0.27003,0.90329,0.000814329,0.000814329,0.000814329
157,1603.59,0.43713,0.27294,0.88025,0.94225,0.97918,0.99214,0.92342,0.43712,0.27149,0.89528,0.000808828,0.000808828,0.000808828
158,1613.95,0.4459,0.26591,0.88019,0.95292,0.99019,0.99182,0.92036,0.42925,0.25889,0.88813,0.000803327,0.000803327,0.000803327
159,1624.46,0.45152,0.27034,0.89916,0.97558,0.96429,0.99336,0.92566,0.4328,0.25509,0.88164,0.000797826,0.000797826,0.000797826
160,1633.12,0.44674,0.27166,0.89412,0.97001,0.99107,0.99387,0.92108,0.44349,0.25483,0.89395,0.000792325,0.000792325,0.000792325
161,1643.75,0.441,0.27259,0.88797,1,0.97623,0.99483,0.91973,0.43665,0.25051,0.89802,0.000786824,0.000786824,0.000786824
162,1654.53,0.45025,0.27253,0.88948,0.9833,0.98214,0.99424,0.91902,0.45345,0.25773,0.90505,0.000781323,0.000781323,0.000781323
163,1665.14,0.44321,0.27012,0.88919,0.9465,0.97877,0.99215,0.9137,0.44596,0.27309,0.89974,0.000775822,0.000775822,0.000775822
164,1673.75,0.46357,0.2771,0.89254,0.91327,0.99068,0.98893,0.91812,0.43403,0.28846,0.88583,0.000770321,0.000770321,0.000770321
165,1684.19,0.44344,0.27802,0.88633,0.92132,0.98019,0.99001,0.92697,0.43735,0.28768,0.89499,0.00076482,0.00076482,0.00076482
166,1694.65,0.43163,0.27376,0.87867,0.93467,0.99271,0.9916,0.91269,0.45014,0.27033,0.89386,0.000759318,0.000759318,0.000759318
167,1703.01,0.45472,0.27064,0.88654,0.96608,0.96207,0.9922,0.9094,0.46411,0.28666,0.92193,0.000753817,0.000753817,0.000753817
168,1713.47,0.45026,0.27215,0.89409,0.96,0.97878,0.99291,0.92363,0.45241,0.26045,0.91106,0.000748316,0.000748316,0.000748316
169,1723.95,0.4533,0.27529,0.89616,0.98558,0.96429,0.99303,0.92156,0.43968,0.25615,0.8994,0.000742815,0.000742815,0.000742815
170,1732.47,0.44016,0.26653,0.88308,0.93075,0.99858,0.99124,0.91507,0.44788,0.26827,0.90429,0.000737314,0.000737314,0.000737314
171,1742.84,0.43066,0.26385,0.88085,0.95752,0.96246,0.99089,0.91731,0.44611,0.27341,0.89989,0.000731813,0.000731813,0.000731813
172,1753.26,0.46032,0.29525,0.9011,0.92237,0.97321,0.98973,0.91822,0.43891,0.27918,0.90494,0.000726312,0.000726312,0.000726312
173,1761.68,0.46036,0.28001,0.90333,0.94581,0.96111,0.99003,0.91588,0.45877,0.28365,0.90526,0.000720811,0.000720811,0.000720811
174,1772.08,0.4332,0.26611,0.88413,0.91701,0.98571,0.98957,0.91372,0.44877,0.27971,0.91445,0.00071531,0.00071531,0.00071531
175,1782.36,0.44832,0.27151,0.90047,0.96431,0.96487,0.9915,0.92147,0.44168,0.27303,0.90506,0.000709809,0.000709809,0.000709809
176,1790.85,0.4355,0.26708,0.89404,0.96924,0.94643,0.99133,0.92627,0.42925,0.26199,0.90097,0.000704307,0.000704307,0.000704307
177,1801.32,0.45004,0.27934,0.88932,0.9242,0.99367,0.99115,0.91307,0.45353,0.27389,0.89384,0.000698806,0.000698806,0.000698806
178,1811.66,0.43073,0.26104,0.88079,0.92211,0.99518,0.9913,0.91198,0.43773,0.25899,0.8952,0.000693305,0.000693305,0.000693305
179,1820.07,0.42022,0.25176,0.88073,0.91446,0.99334,0.9904,0.91279,0.43203,0.26566,0.88924,0.000687804,0.000687804,0.000687804
180,1830.41,0.42802,0.26252,0.88523,0.93833,0.99107,0.99192,0.9232,0.42839,0.2648,0.89601,0.000682303,0.000682303,0.000682303
181,1840.79,0.42515,0.25061,0.88189,0.98355,0.97321,0.99352,0.92625,0.4523,0.25747,0.90713,0.000676802,0.000676802,0.000676802
182,1849.23,0.41762,0.26019,0.87712,0.98272,0.96977,0.9943,0.92478,0.44653,0.25559,0.91409,0.000671301,0.000671301,0.000671301
183,1859.71,0.44285,0.26113,0.88928,0.98259,0.97706,0.99439,0.93441,0.44338,0.2524,0.89476,0.0006658,0.0006658,0.0006658
184,1870.44,0.42479,0.25282,0.88564,0.9878,0.97744,0.9938,0.92543,0.44537,0.25121,0.90202,0.000660299,0.000660299,0.000660299
