epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,1532.56,0.45342,0.23862,0.84005,0.9995,1,0.995,0.8628,0.63437,0.28668,0.92392,0.000946356,0.000946356,0.000946356
133,1544.17,0.45882,0.24702,0.83105,0.999,1,0.995,0.86772,0.64357,0.28522,0.91577,0.000940855,0.000940855,0.000940855
134,1553.57,0.45102,0.23642,0.82964,0.99894,1,0.995,0.8793,0.58287,0.271,0.89652,0.000935354,0.000935354,0.000935354
135,1564.94,0.43135,0.23255,0.82431,0.99891,1,0.995,0.88908,0.5769,0.26863,0.90949,0.000929853,0.000929853,0.000929853
136,1574.34,0.45151,0.23551,0.82308,0.99885,1,0.995,0.88114,0.57748,0.27924,0.8823,0.000924352,0.000924352,0.000924352
137,1586.05,0.4631,0.23921,0.83961,0.99885,1,0.995,0.88307,0.55815,0.26773,0.89405,0.00091885,0.00091885,0.00091885
138,1597.86,0.46177,0.24004,0.82183,0.99882,1,0.995,0.86475,0.65195,0.28153,0.91321,0.000913349,0.000913349,0.000913349
139,1607.81,0.46407,0.2359,0.8289,0.99899,1,0.995,0.88287,0.56968,0.27187,0.90632,0.000907848,0.000907848,0.000907848
140,1619.86,0.45852,0.23671,0.83574,0.99894,1,0.995,0.86229,0.6203,0.28031,0.90775,0.000902347,0.000902347,0.000902347
141,1631.83,0.44896,0.23411,0.82865,0.99895,1,0.995,0.85939,0.6102,0.28559,0.90561,0.000896846,0.000896846,0.000896846
142,1641.02,0.45257,0.23671,0.82644,0.99861,1,0.995,0.88847,0.55892,0.2701,0.8955,0.000891345,0.000891345,0.000891345
143,1652.35,0.44403,0.23286,0.83576,0.99893,1,0.995,0.90419,0.54166,0.26555,0.89165,0.000885844,0.000885844,0.000885844
144,1663.97,0.4423,0.23079,0.83644,0.99901,1,0.995,0.88176,0.59345,0.27314,0.90486,0.000880343,0.000880343,0.000880343
145,1673.13,0.4313,0.22489,0.82772,0.99882,1,0.995,0.87812,0.59637,0.26889,0.90216,0.000874842,0.000874842,0.000874842
146,1684.71,0.43409,0.22423,0.81421,0.99902,1,0.995,0.87999,0.62347,0.28593,0.90481,0.00086934,0.00086934,0.00086934
147,1694.93,0.43325,0.22887,0.82068,0.99893,1,0.995,0.89483,0.56143,0.26537,0.8897,0.000863839,0.000863839,0.000863839
148,1706.51,0.42808,0.22401,0.81941,0.99818,1,0.995,0.87786,0.61955,0.28684,0.91414,0.000858338,0.000858338,0.000858338
149,1717.69,0.42843,0.22411,0.82556,0.99894,1,0.995,0.88776,0.58486,0.27656,0.90112,0.000852837,0.000852837,0.000852837
150,1727.18,0.43546,0.22774,0.82816,0.99839,1,0.995,0.88961,0.59042,0.27718,0.89212,0.000847336,0.000847336,0.000847336
151,1739.03,0.41234,0.22003,0.81673,0.99876,1,0.995,0.88565,0.57786,0.2636,0.89328,0.000841835,0.000841835,0.000841835
152,1751,0.42135,0.22124,0.82158,0.99882,1,0.995,0.88584,0.57136,0.26442,0.88683,0.000836334,0.000836334,0.000836334
153,1761.1,0.42241,0.22505,0.8209,0.99846,1,0.995,0.87062,0.59367,0.26354,0.9009,0.000830833,0.000830833,0.000830833
154,1773.11,0.41525,0.21904,0.82016,0.99879,1,0.995,0.87701,0.59563,0.2717,0.8992,0.000825332,0.000825332,0.000825332
